time,proton_density,numden_p_uncer,proton_bulk_speed,bulk_p_uncer,proton_xvelocity,proton_yvelocity,proton_zvelocity,proton_thermal,thermal_p_uncer,alpha_density,numden_a_uncer,alpha_bulk_speed,bulk_a_uncer,alpha_thermal,thermal_a_uncer,spacecraft_xpos,spacecraft_ypos,spacecraft_zpos
2025-06-30 01:47:49.327,0.7292253954319053,,477.27381292738033,,-477.27381292738033,13.146481819603911,-48.854937539725455,66.18951451184333,,0.0373805095564696,,496.4053098760714,,81.56740422194187,,1275909.55174562,181084.43105885855,-101649.67521916427
2025-06-30 01:48:49.328,0.7039938462569652,,474.28618727434383,,-474.28618727434383,11.62034403018198,-40.17492185347006,70.26404485876662,,0.0438665429502728,,491.3528996958266,,101.47814445793512,,1275909.4239200691,181101.6574830244,-101648.80151548376
2025-06-30 01:51:09.329,0.7677327353964833,,473.5177105093605,,-473.5177105093605,21.020991489832937,-47.806848100789374,66.54922381896985,,0.0417533666189989,,496.8754220459229,,88.39088126676965,,1275909.1256502434,181141.85161887435,-101646.76256090253
2025-06-30 01:51:49.329,0.8055025077162565,,482.0929761806348,,-482.0929761806348,13.70954943934474,-50.56666827446,69.13155391769715,,0.038366960439947,,499.6959715981323,,79.89422074104682,,1275909.0404274713,181153.33546756452,-101646.17992057448
2025-06-30 01:52:09.330,0.8390951113138048,,482.7911948741706,,-482.7911948741706,21.48721096242576,-55.61545139234691,63.74991384464151,,0.0407573449485252,,500.9583053542428,,72.88361175262965,,1275908.9978156248,181159.07735615748,-101645.8885869481
2025-06-30 01:52:14.330,0.6736949531529141,,481.669051682817,,-481.669051682817,16.290114581045437,-51.69787994258404,67.28400675276495,,0.0383778145167343,,503.9837293705868,,74.7055905448069,,1275908.9871627064,181160.5128101992,-101645.81575287628
2025-06-30 01:52:19.330,0.7210331949950317,,487.01492173674006,,-487.01492173674006,9.819334763889806,-50.79853340941284,63.834344753644125,,0.0366920063547641,,502.2379612759939,,69.87255082831385,,1275908.9765098318,181161.94826254225,-101645.74291825428
2025-06-30 01:52:24.330,0.7611747591122197,,489.2899627366064,,-489.2899627366064,11.64730959787845,-56.68491321044595,62.46700164986746,,0.038622794101759,,502.1562062673154,,76.23944830812165,,1275908.9658564392,181163.3837711677,-101645.67008011045
2025-06-30 01:52:39.330,0.7684342716293041,,484.3563891671111,,-484.3563891671111,12.601392071948794,-53.33199305715023,65.10886925934534,,0.0376445105934947,,500.0874477316721,,77.77335744727995,,1275908.9338972273,181167.69014372837,-101645.4515696881
2025-06-30 01:52:44.330,0.7576276745345227,,489.1280875708891,,-489.1280875708891,13.722278871658432,-57.11407374061562,62.339038448282594,,0.0354723125092947,,506.2440567267007,,73.5162422333179,,1275908.9232444747,181169.12555936733,-101645.37873371669
2025-06-30 01:52:49.330,0.7641567015692657,,493.5558513276367,,-493.5558513276367,20.03595051401548,-58.74838431010999,61.81947852659778,,0.0336602041023149,,508.09660345935873,,68.65641336051769,,1275908.9125912422,181170.56103028363,-101645.3058942742
2025-06-30 01:53:04.330,0.7217386123313789,,482.6999779341493,,-482.6999779341493,11.965725341510954,-58.505201888340906,61.48962337027759,,0.0338200706247001,,504.4504730352608,,66.21302679126904,,1275908.8806315877,181174.8674090065,-101645.08737397403
2025-06-30 01:53:14.330,0.7724951636244097,,485.2145654839848,,-485.2145654839848,17.137217890617286,-54.094447861128,63.46743806108003,,0.0368252973240204,,505.2775691089894,,73.40443157655267,,1275908.8593251703,181177.7383117892,-101644.94169147982
2025-06-30 01:53:19.330,0.7444566228613875,,479.28303092114845,,-479.28303092114845,21.5779632467252,-57.697074773567735,65.31751465902056,,0.042672642592702,,498.0942876680796,,89.63551673580359,,1275908.8486719644,181179.17374618247,-101644.86885009962
2025-06-30 01:53:24.330,0.7716628949033552,,478.2944882262518,,-478.2944882262518,11.405770241400727,-56.74468115911438,64.12248128373587,,0.0440607797603691,,498.33351474651033,,95.68395154268843,,1275908.838018853,181180.60917934467,-101644.79600821
2025-06-30 01:53:34.330,0.7794317464642637,,485.27597558301255,,-485.27597558301255,18.12339108050588,-59.25244091476542,65.8468679645384,,0.0359482619900372,,505.5850031424881,,70.87992807504655,,1275908.8167122237,181183.4800699652,-101644.65032120176
2025-06-30 01:53:39.330,0.7934648955726648,,486.9673723469365,,-486.9673723469365,14.596659990701514,-55.05326983819023,61.08765144121007,,0.0330333141465037,,502.8136477583628,,63.16721721498468,,1275908.8060588627,181184.91552740496,-101644.5774761676
2025-06-30 01:53:44.330,0.7573182995512098,,487.8323975868146,,-487.8323975868146,13.637738479626716,-59.16297406721259,59.28149528221752,,0.0342510605183802,,506.88224959093634,,66.94224003264284,,1275908.795405625,181186.35095462637,-101644.50463199988
2025-06-30 01:53:49.330,0.779917447484528,,483.257713811294,,-483.257713811294,16.01624122168443,-53.000958602509456,66.53468041065202,,0.0323168558091529,,507.6282583135969,,53.86456034170589,,1275908.7847523596,181187.78638033656,-101644.4317872806
2025-06-30 01:53:54.330,0.7598842816203468,,481.9323749458568,,-481.9323749458568,16.03424308280089,-52.825228833459775,64.16530822304007,,0.0419699560346418,,496.6027203692552,,92.18725760210384,,1275908.7740988955,181189.2218332482,-101644.35894055216
2025-06-30 01:53:59.330,0.7468107204886978,,480.0649435604454,,-480.0649435604454,18.6608880557886,-54.63626038246648,64.82972342125016,,0.0370909899359505,,501.8629135815743,,76.39488149593623,,1275908.7634453776,181190.6572847181,-101644.28609322807
