time,proton_density,numden_p_uncer,proton_bulk_speed,bulk_p_uncer,proton_xvelocity,proton_yvelocity,proton_zvelocity,proton_thermal,thermal_p_uncer,alpha_density,numden_a_uncer,alpha_bulk_speed,bulk_a_uncer,alpha_thermal,thermal_a_uncer,spacecraft_xpos,spacecraft_ypos,spacecraft_zpos
2025-07-03 00:00:26.612,24.515556620618216,-1e+31,351.3669968324412,-1e+31,-351.3669968324412,-6.651487787754924,-8.849789518151596,27.502049393084373,-1e+31,0.4679485985689301,-1e+31,348.54119935780454,-1e+31,17.42299022783137,-1e+31,1275554.4663089984,251554.0208286927,-97252.72246300266
2025-07-03 00:00:31.612,24.042459569500984,-1e+31,350.5302430679962,-1e+31,-350.5302430679962,-5.734392565589651,-10.805388872170056,27.808414150104902,-1e+31,0.48132273146347415,-1e+31,348.02907128240935,-1e+31,17.550531939170245,-1e+31,1275554.466392021,251555.370094218,-97252.62129253917
2025-07-03 00:00:36.612,-1e+31,-1e+31,-1e+31,-1e+31,-1e+31,-1.807718217517479,-10.092982596835213,-1e+31,-1e+31,-1e+31,-1e+31,-1e+31,-1e+31,-1e+31,-1e+31,1275554.4664754742,251556.71933088973,-97252.52012356103
2025-07-03 00:00:41.612,23.871116516220244,-1e+31,350.8789688870835,-1e+31,-350.8789688870835,-10.973704093972316,-6.917361073415655,28.649353260973115,-1e+31,0.46538109555887086,-1e+31,347.64916522854,-1e+31,17.777813199077823,-1e+31,1275554.466559404,251558.06861964992,-97252.41894998035
2025-07-03 00:00:46.612,23.687500160277033,-1e+31,350.4312637613826,-1e+31,-350.4312637613826,-20.00771898493103,-12.158671836342947,28.618243276421897,-1e+31,0.4771858145365629,-1e+31,347.9415867624828,-1e+31,17.921046764219373,-1e+31,1275554.4666437819,251559.41779854882,-97252.31778394833
2025-07-03 00:00:51.612,-1e+31,-1e+31,-1e+31,-1e+31,-1e+31,-5.807787653903681,-8.453467793931786,-1e+31,-1e+31,-1e+31,-1e+31,-1e+31,-1e+31,-1e+31,-1e+31,1275554.4667285874,251560.7670835308,-97252.2166092511
2025-07-03 00:00:56.613,-1e+31,-1e+31,-1e+31,-1e+31,-1e+31,-5.548560096227099,-10.59288845557785,-1e+31,-1e+31,-1e+31,-1e+31,-1e+31,-1e+31,-1e+31,-1e+31,1275554.4668138348,251562.1163396417,-97252.11543600488
2025-07-03 00:01:01.612,24.100704950730524,-1e+31,350.8713623489207,-1e+31,-350.8713623489207,-11.519876910087604,-7.621155795489543,28.05848235109272,-1e+31,0.4545972562686181,-1e+31,348.4583220965621,-1e+31,17.360919376164205,-1e+31,1275554.4668995184,251563.4655398978,-97252.01426631626
2025-07-03 00:01:06.613,-1e+31,-1e+31,-1e+31,-1e+31,-1e+31,-6.004501279898726,-9.660376362079383,-1e+31,-1e+31,-1e+31,-1e+31,-1e+31,-1e+31,-1e+31,-1e+31,1275554.4669855824,251564.81479222685,-97251.91309193667
2025-07-03 00:01:11.613,22.549275754167,-1e+31,350.6629668724533,-1e+31,-350.6629668724533,-11.79643162331866,-11.768562456062128,29.257249819568813,-1e+31,0.44609591297323403,-1e+31,348.68154809843384,-1e+31,17.68682872362581,-1e+31,1275554.4670721,251566.16401570922,-97251.8119190677
2025-07-03 00:01:16.613,22.057195515156106,-1e+31,349.1816791234275,-1e+31,-349.1816791234275,-6.141328416999329,-9.924787599642954,28.748019554433142,-1e+31,0.4516713775660006,-1e+31,347.57885088860945,-1e+31,17.931721946466418,-1e+31,1275554.4671590715,251567.5132372727,-97251.71074558928
2025-07-03 00:01:21.613,23.04759760134995,-1e+31,350.0389014210485,-1e+31,-350.0389014210485,-1.3724199905874634,-7.359173133584655,29.093180967097958,-1e+31,0.445043965861366,-1e+31,347.21427529780016,-1e+31,17.55145634160613,-1e+31,1275554.46724651,251568.86251092475,-97251.6095675815
2025-07-03 00:01:26.613,22.297928356608953,-1e+31,350.87150218611504,-1e+31,-350.87150218611504,-0.38031908973776396,-9.093159361848308,29.296740607924725,-1e+31,0.4450395654724193,-1e+31,348.5196744350804,-1e+31,17.51401649169567,-1e+31,1275554.4673343597,251570.21172873612,-97251.50839299348
2025-07-03 00:01:31.613,23.080461649399734,-1e+31,349.6222173839315,-1e+31,-349.6222173839315,-11.115582134062628,-7.701533213911155,29.103294776096728,-1e+31,0.49599610562783986,-1e+31,347.85937799283306,-1e+31,17.883803203491023,-1e+31,1275554.467422602,251571.56094467113,-97251.40721787978
2025-07-03 00:01:36.613,22.71674448434953,-1e+31,350.52955779404124,-1e+31,-350.52955779404124,-4.31204495574147,-9.922204496879651,28.631656443760757,-1e+31,0.49984447587166525,-1e+31,348.1815560089107,-1e+31,18.12368877872302,-1e+31,1275554.4675113186,251572.9101587061,-97251.3060421957
2025-07-03 00:01:41.613,-1e+31,-1e+31,-1e+31,-1e+31,-1e+31,-3.588684097051214,-10.21665093281257,-1e+31,-1e+31,-1e+31,-1e+31,-1e+31,-1e+31,-1e+31,-1e+31,1275554.4676004273,251574.2593978575,-97251.20486389985
