time,proton_density,numden_p_uncer,proton_bulk_speed,bulk_p_uncer,proton_xvelocity,proton_yvelocity,proton_zvelocity,proton_thermal,thermal_p_uncer,alpha_density,numden_a_uncer,alpha_bulk_speed,bulk_a_uncer,alpha_thermal,thermal_a_uncer,spacecraft_xpos,spacecraft_ypos,spacecraft_zpos
2025-06-30 00:00:29.272,-1e+31,-1e+31,-1e+31,-1e+31,-1e+31,8.977724141159985,-3.0874843293482925,-1e+31,-1e+31,-1e+31,-1e+31,-1e+31,-1e+31,-1e+31,-1e+31,1275923.2525547342,179234.21681716279,-101742.98381580814
2025-06-30 00:00:34.272,-1e+31,-1e+31,-1e+31,-1e+31,-1e+31,16.925027410182828,-28.394097388995185,-1e+31,-1e+31,-1e+31,-1e+31,-1e+31,-1e+31,-1e+31,-1e+31,1275923.2419347728,179235.65426003878,-101742.91173225548
2025-06-30 00:00:39.272,-1e+31,-1e+31,-1e+31,-1e+31,-1e+31,16.776370429857028,-29.719224636214843,-1e+31,-1e+31,-1e+31,-1e+31,-1e+31,-1e+31,-1e+31,-1e+31,1275923.2313144824,179237.0917589251,-101742.8396453383
2025-06-30 00:00:44.272,-1e+31,-1e+31,-1e+31,-1e+31,-1e+31,21.757990526659146,-35.633083471890174,-1e+31,-1e+31,-1e+31,-1e+31,-1e+31,-1e+31,-1e+31,-1e+31,1275923.2206945112,179238.52919883147,-101742.76756070787
2025-06-30 00:00:49.272,-1e+31,-1e+31,-1e+31,-1e+31,-1e+31,14.338736643489128,-31.04600277598162,-1e+31,-1e+31,-1e+31,-1e+31,-1e+31,-1e+31,-1e+31,-1e+31,1275923.2100744646,179239.96663726156,-101742.69547551568
2025-06-30 00:00:54.272,-1e+31,-1e+31,-1e+31,-1e+31,-1e+31,16.533601783875863,-29.349490967228142,-1e+31,-1e+31,-1e+31,-1e+31,-1e+31,-1e+31,-1e+31,-1e+31,1275923.1994542032,179241.40410299378,-101742.62338832428
2025-06-30 00:00:59.272,-1e+31,-1e+31,-1e+31,-1e+31,-1e+31,18.95089476926955,-29.925003292746993,-1e+31,-1e+31,-1e+31,-1e+31,-1e+31,-1e+31,-1e+31,-1e+31,1275923.1888341475,179242.84153846544,-101742.55130198097
2025-06-30 00:01:04.272,-1e+31,-1e+31,-1e+31,-1e+31,-1e+31,17.73230961003048,-30.848124797619995,-1e+31,-1e+31,-1e+31,-1e+31,-1e+31,-1e+31,-1e+31,-1e+31,1275923.1782140322,179244.27897246563,-101742.47921511496
2025-06-30 00:01:09.272,-1e+31,-1e+31,-1e+31,-1e+31,-1e+31,14.883076836890146,-14.967081698093615,-1e+31,-1e+31,-1e+31,-1e+31,-1e+31,-1e+31,-1e+31,-1e+31,1275923.1675938678,179245.7164050082,-101742.40712763258
2025-06-30 00:01:14.272,-1e+31,-1e+31,-1e+31,-1e+31,-1e+31,17.162934107694788,-6.528314825427451,-1e+31,-1e+31,-1e+31,-1e+31,-1e+31,-1e+31,-1e+31,-1e+31,1275923.1569732882,179247.1538935545,-101742.3350367567
2025-06-30 00:01:19.272,-1e+31,-1e+31,-1e+31,-1e+31,-1e+31,11.447388690280807,-16.402191601297545,-1e+31,-1e+31,-1e+31,-1e+31,-1e+31,-1e+31,-1e+31,-1e+31,1275923.1463530872,179248.59132311246,-101742.26294817764
2025-06-30 00:01:24.272,-1e+31,-1e+31,-1e+31,-1e+31,-1e+31,15.42837490619719,-13.756177258568293,-1e+31,-1e+31,-1e+31,-1e+31,-1e+31,-1e+31,-1e+31,-1e+31,1275923.135732862,179250.0287512128,-101742.190859074
2025-06-30 00:01:29.272,-1e+31,-1e+31,-1e+31,-1e+31,-1e+31,14.114426788699724,-10.19662131037822,-1e+31,-1e+31,-1e+31,-1e+31,-1e+31,-1e+31,-1e+31,-1e+31,1275923.1251123762,179251.466206557,-101742.11876796663
2025-06-30 00:01:34.272,-1e+31,-1e+31,-1e+31,-1e+31,-1e+31,16.823425679314603,-23.665189388696945,-1e+31,-1e+31,-1e+31,-1e+31,-1e+31,-1e+31,-1e+31,-1e+31,1275923.11449227,179252.9036029833,-101742.04667913739
